DateTime,WindSpeed,PowerGenerated
2017-05-18,862.9981899999999,10388000.0
2017-05-19,836.5381199999999,11482000.0
2017-05-20,844.6123999999994,10765840.0
2017-05-21,817.4091999999998,12234480.0
2017-05-22,690.8713700000002,4293600.0
2017-05-23,790.7938499999999,10700080.0
2017-05-24,929.1710199999997,12809120.0
2017-05-25,981.0909099999996,12018240.0
2017-05-26,919.8998700000001,10416320.0
2017-05-27,1070.7149100000001,13026720.0
2017-05-28,1035.7751199999998,11884560.0
2017-05-29,1087.1956199999997,13928880.0
2017-05-30,849.87594,8843600.0
2017-05-31,820.9004500000004,9784640.0
2017-06-01,586.5534899999999,4616960.0
2017-06-02,410.3429300000001,1851280.0
2017-06-03,513.352172,2743520.0
2017-06-04,754.8639799999997,6376880.0
2017-06-05,757.94224,7802560.0
2017-06-06,749.0835300000001,10388720.0
2017-06-07,719.2679800000005,8420880.0
2017-06-08,701.43195,5834480.0
2017-06-09,669.2780399999997,8322480.0
2017-06-10,718.5851199999995,5983200.0
2017-06-11,635.7251699999997,5140240.0
2017-06-12,705.7265087000002,5185360.0
2017-06-13,805.0090700000002,9453200.0
2017-06-14,590.8402500000001,6471440.0
2017-06-15,696.0983800000001,9082240.0
2017-06-16,638.5204900000001,12804000.0
2017-06-17,686.6053200000002,11061920.0
2017-06-18,737.1623800000001,10739920.0
2017-06-19,775.2317199999998,9250800.0
2017-06-20,798.24691,13652800.0
2017-06-21,829.6486599999997,12636240.0
2017-06-22,747.4377200000001,11964160.0
2017-06-23,725.0239599999998,13121680.0
2017-06-24,651.3410500000001,7757600.0
2017-06-25,493.0602199999997,3978000.0
2017-06-26,409.70523000000003,2894080.0
2017-06-27,362.92787999999996,1625840.0
2017-06-28,608.7660100000003,4406400.0
2017-06-29,660.02977,7962400.0
2017-06-30,645.8493600000002,14556560.0
2017-07-01,1009.6916599999994,17257200.0
2017-07-02,831.9654499999996,17183440.0
2017-07-03,627.4471900000001,14896080.0
2017-07-04,885.88418,17514800.0
2017-07-05,922.6230899999998,16984880.0
2017-07-06,332.63252400000005,14485120.0
2017-07-07,458.12531,12784720.0
2017-07-08,437.945,8803120.0
2017-07-09,529.9014800000001,8824880.0
2017-07-10,658.9075500000001,12456800.0
2017-07-11,750.8202600000001,16580080.0
2017-07-12,672.9811899999997,18021360.0
2017-07-13,764.1903800000001,16858160.0
2017-07-14,779.1523,16686960.0
2017-07-15,1026.95695,17639280.0
2017-07-16,806.25961,12442320.0
2017-07-17,745.8649300000001,9981360.0
2017-07-18,347.04767600000014,3768480.0
2017-07-19,779.8455500000002,877600.0
2017-07-20,704.8347200000004,639200.0
2017-07-21,382.6007200000001,3314640.0
2017-07-22,897.7164599999999,9780320.0
2017-07-23,1060.74576,12998400.0
2017-07-24,0.0,0.0
2017-07-25,0.0,0.0
2017-07-26,0.0,0.0
2017-07-27,0.0,0.0
2017-07-28,0.0,0.0
2017-07-29,0.0,0.0
2017-07-30,0.0,0.0
2017-07-31,0.0,0.0
2017-08-01,694.28779,10206240.0
2017-08-02,793.1485,14167120.0
2017-08-03,543.8812399999998,14938960.0
2017-08-04,632.1439,13499760.0
2017-08-05,633.9795100000002,9364480.0
2017-08-06,533.5086300000002,5566080.0
2017-08-07,487.62100000000015,3953360.0
2017-08-08,606.6518900000001,4981680.0
2017-08-09,680.1715700000002,8665920.0
2017-08-10,657.7784800000001,8882720.0
2017-08-11,794.7264900000001,13552080.0
2017-08-12,750.7695299999996,14169680.0
2017-08-13,859.17922,14778080.0
2017-08-14,724.7110300000004,11207840.0
2017-08-15,587.92244,9028800.0
2017-08-16,720.7368299999997,10814800.0
2017-08-17,740.6814799999999,11532560.0
2017-08-18,696.9994299999998,8134320.0
2017-08-19,681.3280799999998,6200240.0
2017-08-20,677.7669299999999,7508000.0
2017-08-21,851.77352,8026320.0
2017-08-22,420.12093,3444560.0
2017-08-23,555.9759499999999,1333440.0
2017-08-24,574.5384499999999,6239440.0
2017-08-25,643.7947699999997,7330720.0
2017-08-26,604.45934,7286080.0
2017-08-27,702.4641900000003,7906320.0
2017-08-28,756.1857399999999,9461760.0
2017-08-29,733.7397699999999,6673840.0
2017-08-30,801.0281099999999,10491280.0
2017-08-31,1026.54959,15291840.0
2017-09-01,651.0311800000002,9808080.0
