,DateTime,WindSpeed,PowerGenerated
511,2017-01-06 07:45:00,5.99697,60080
512,2017-01-06 08:00:00,5.67805,54320
513,2017-01-06 08:15:00,5.35914,44800
514,2017-01-06 08:30:00,5.04022,35520
515,2017-01-06 08:45:00,4.564,26400
516,2017-01-06 09:00:00,4.08777,16400
517,2017-01-06 09:15:00,3.61155,6480
518,2017-01-06 09:30:00,3.13532,2240
519,2017-01-06 09:45:00,3.3471,0
520,2017-01-06 10:00:00,3.5588900000000003,0
521,2017-01-06 10:15:00,3.7706699999999995,0
522,2017-01-06 10:30:00,3.9824599999999997,0
523,2017-01-06 10:45:00,3.8397300000000003,0
524,2017-01-06 11:00:00,3.697,0
525,2017-01-06 11:15:00,3.55427,0
526,2017-01-06 11:30:00,3.41154,0
527,2017-01-06 11:45:00,3.46446,0
528,2017-01-06 12:00:00,3.5173900000000002,0
529,2017-01-06 12:15:00,3.5703099999999997,0
530,2017-01-06 12:30:00,3.62324,0
531,2017-01-06 12:45:00,3.6890300000000003,0
532,2017-01-06 13:00:00,3.7548199999999996,0
533,2017-01-06 13:15:00,3.8206,240
534,2017-01-06 13:30:00,3.88639,960
535,2017-01-06 13:45:00,4.06417,1440
536,2017-01-06 14:00:00,4.2419400000000005,2080
537,2017-01-06 14:15:00,4.41972,4160
538,2017-01-06 14:30:00,4.5975,6160
539,2017-01-06 14:45:00,4.59319,7040
540,2017-01-06 15:00:00,4.58889,7920
541,2017-01-06 15:15:00,4.58458,8400
542,2017-01-06 15:30:00,4.58028,8480
543,2017-01-06 15:45:00,4.6060099999999995,9200
544,2017-01-06 16:00:00,4.63175,11200
545,2017-01-06 16:15:00,4.6574800000000005,11360
546,2017-01-06 16:30:00,4.6832199999999995,11200
547,2017-01-06 16:45:00,4.42472,11920
548,2017-01-06 17:00:00,4.16622,13040
549,2017-01-06 17:15:00,3.90772,11280
550,2017-01-06 17:30:00,3.6492199999999997,9760
551,2017-01-06 17:45:00,3.14226,8560
552,2017-01-06 18:00:00,2.6353,5760
553,2017-01-06 18:15:00,2.12834,4160
554,2017-01-06 18:30:00,1.6213799999999998,2720
555,2017-01-06 18:45:00,1.86431,2720
556,2017-01-06 19:00:00,2.10724,2320
557,2017-01-06 19:15:00,2.35017,1200
558,2017-01-06 19:30:00,2.5931,640
559,2017-01-06 19:45:00,3.17435,0
560,2017-01-06 20:00:00,3.75559,0
561,2017-01-06 20:15:00,4.3368400000000005,1120
562,2017-01-06 20:30:00,4.91809,4240
563,2017-01-06 20:45:00,5.53832,12160
564,2017-01-06 21:00:00,6.15856,24000
565,2017-01-06 21:15:00,6.7788,26160
566,2017-01-06 21:30:00,7.399030000000001,22480
567,2017-01-06 21:45:00,7.50012,22640
568,2017-01-06 22:00:00,7.601210000000001,24000
569,2017-01-06 22:15:00,7.7023,25200
570,2017-01-06 22:30:00,7.803389999999999,30240
571,2017-01-06 22:45:00,7.8051699999999995,33360
572,2017-01-06 23:00:00,7.80695,32400
573,2017-01-06 23:15:00,7.80872,32000
574,2017-01-06 23:30:00,7.8105,33360
575,2017-01-06 23:45:00,7.71374,32240
576,2017-01-07 00:00:00,4.6742300000000006,29840
577,2017-01-07 00:15:00,4.5916,25360
578,2017-01-07 00:30:00,4.50898,21120
579,2017-01-07 00:45:00,4.81494,18000
580,2017-01-07 01:00:00,5.1209,15600
581,2017-01-07 01:15:00,5.42686,13360
582,2017-01-07 01:30:00,5.73283,12320
